SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517258,PRECISION EL,XT,Q,32.00,32.65,32.00,32.65,32.65,32.65,2,500,16292.00,
517264,FINELINE CI ,X ,Q,22.10,22.10,22.10,22.10,22.10,21.05,7,3480,76908.00,
517271,HBL P SYS   ,B ,Q,37.00,37.00,34.70,35.80,35.80,35.60,399,85969,3054988.00,
517273,S&S POWER SW,T ,Q,20.80,21.05,19.05,20.95,21.05,20.05,19,402,7871.00,
517300,GUJ.IND.POW.,A ,Q,77.05,78.45,76.00,76.55,76.55,77.95,413,37954,2942615.00,
517330,CMI LTD.    ,T ,Q,50.20,50.20,48.55,48.55,48.55,48.65,7,753,36830.00,
517334,MOTHERSON SS,A ,Q,209.90,210.30,200.15,201.55,201.55,211.40,8615,1759952,358706345.00,
517344,MINDTECK (I),B ,Q,45.80,45.90,44.25,44.60,44.50,45.15,39,3220,144897.00,
517354,HAVELLSINDIA,A ,Q,1035.00,1047.15,1025.00,1029.70,1029.70,1041.65,2006,39548,40998025.00,
517356,ACI INFOCOM ,X ,Q,0.26,0.27,0.26,0.26,0.26,0.27,28,336879,87589.00,
517370,INCAP LTD.  ,XT,Q,19.15,19.15,19.15,19.15,19.15,19.45,2,80,1532.00,
517372,GUJ.INTRUX  ,X ,Q,99.00,103.20,99.00,103.20,103.20,100.10,2,101,10419.00,
517380,IGARSHI MOT ,A ,Q,286.55,290.80,280.20,281.25,281.30,287.70,765,8293,2353731.00,
517385,SYMPHONY    ,A ,Q,1325.55,1325.55,1269.00,1278.45,1278.45,1292.45,382,3006,3907736.00,
517393,VINTRON INF.,X ,Q,0.58,0.58,0.58,0.58,0.58,0.61,4,167,96.00,
517415,LEE&NEE SOFT,XT,Q,2.13,2.23,2.03,2.23,2.23,2.13,39,38736,84045.00,
517417,PATEL AIRTEM,X ,Q,145.00,146.00,142.70,143.30,143.30,145.30,78,2702,389077.00,
517421,BFLYGANDHI  ,B ,Q,552.95,554.50,539.40,547.35,545.00,552.95,2416,30146,16581126.00,
517429,ATHENAGLO   ,XT,Q,38.00,38.00,38.00,38.00,38.00,39.35,2,17000,646000.00,
517447,R.S.SOFTWARE,B ,Q,26.90,26.90,25.95,25.95,25.95,26.65,64,3326,87799.00,
517449,MAGNA ELECTR,X ,Q,167.15,167.15,165.05,165.25,165.25,169.00,5,150,24874.00,
517477,ELNET TECH. ,X ,Q,122.00,123.95,118.45,119.75,122.80,120.95,39,548,65969.00,
517494,ACCEL       ,XT,Q,17.94,17.94,16.24,16.63,16.70,17.09,52,24804,411796.00,
517498,WEBELSOLAR  ,B ,Q,44.25,44.45,43.05,43.45,43.50,44.55,96,11631,507580.00,
517500,ROTO PUMPS  ,X ,Q,140.90,142.00,138.15,138.75,138.75,140.10,141,8111,1133703.00,
517506,TTK PRESTIGE,A ,Q,7210.05,7319.65,7195.55,7229.15,7229.15,7204.90,278,718,5200884.00,
517514,DHINDIA     ,X ,Q,14.25,15.40,14.25,14.61,14.61,14.35,11,1152,17514.00,
517522,RAJ GLO WIR ,B ,Q,826.65,844.00,801.95,807.90,810.50,812.60,347,1802,1471673.00,
517530,SURANATP    ,B ,Q,4.19,4.19,4.16,4.16,4.16,4.16,2,200,835.00,
517536,ONWARD TECHN,B ,Q,122.75,123.15,116.40,117.80,117.45,122.25,262,17467,2092874.00,
517544,CENTUM ELEC ,B ,Q,405.15,405.25,390.00,391.90,390.00,407.00,28,60,23788.00,
517546,ALFA TRANSFO,X ,Q,9.42,10.00,9.42,9.77,9.75,9.90,9,1433,13985.00,
517548,STARLITE COM,Z ,Q,2.49,2.75,2.49,2.70,2.70,2.62,12,5001,13429.00,
517554,NHCFOODS    ,X ,Q,6.35,6.50,6.35,6.50,6.50,6.37,10,14462,92683.00,
517562,TRIGYN TECH ,B ,Q,69.00,69.50,66.50,67.25,66.70,69.40,148,8568,578650.00,
517569,KEI INDUST. ,A ,Q,532.25,539.40,520.00,526.95,529.75,533.10,1360,16403,8639774.00,
517571,IMPPOWERS   ,B ,Q,14.20,14.20,14.20,14.20,14.20,14.55,1,50,710.00,
518011,KEERTHI     ,XT,Q,89.65,99.05,89.65,97.90,99.00,94.35,89,6293,610247.00,
518029,GUJ.SIDH.CEM,B ,Q,35.15,35.45,34.50,34.65,34.65,35.05,144,10857,378620.00,
518075,SURAJ PRODUC,Z ,Q,33.25,33.25,33.25,33.25,33.25,34.90,5,300,9975.00,
518091,ANJANI PORTL,B ,Q,218.00,218.00,207.75,209.30,208.85,212.70,596,10021,2123463.00,
519003,MODINATURAL ,X ,Q,72.90,73.85,68.75,70.50,70.50,70.40,100,7782,561185.00,
519091,TASTY BITE  ,A ,Q,13810.10,13961.00,13729.80,13783.50,13800.00,13861.15,75,106,1464049.00,
519097,RITESH INTER,X ,Q,21.55,22.60,20.90,20.90,20.90,21.55,14,1192,25828.00,
519105,AVT NATURAL ,B ,Q,44.50,44.80,44.15,44.40,44.40,44.75,55,4307,191644.00,
519126,HIND.FOODS  ,B ,Q,2113.55,2116.70,2052.05,2089.10,2100.00,2113.55,297,812,1688171.00,
519136,NAHAR INDUST,B ,Q,49.00,49.90,46.60,46.60,46.60,48.90,124,24803,1184548.00,
519156,VADILAL IND ,B ,Q,940.85,940.85,900.00,906.75,908.00,941.00,1043,6892,6362357.00,
519174,ASHIANA AGRO,XT,Q,10.68,10.68,10.68,10.68,10.68,10.89,7,293,3129.00,
519183,ADF FOODS LT,A ,Q,897.00,897.05,867.60,872.65,869.25,898.75,603,3161,2801273.00,
519191,RGRL        ,X ,Q,25.50,25.50,25.20,25.40,25.40,25.50,26,22136,560463.00,
519214,WILLIAM.FIN.,X ,Q,4.10,4.30,4.10,4.30,4.30,4.10,5,1500,6414.00,
519216,AJANTA SOYA ,X ,Q,78.15,78.15,72.65,74.90,75.00,76.70,60,3806,288580.00,
519224,WILLIAM.MAGO,B ,Q,18.30,18.50,18.25,18.45,18.45,18.30,13,369,6775.00,
519238,SAPTARISHI A,XT,Q,11.70,12.33,11.70,12.33,12.33,11.75,5,925,11258.00,
519260,SANWARIA    ,Z ,Q,0.63,0.68,0.63,0.63,0.63,0.66,462,961645,618343.00,
519262,PRIMA AGRO L,XT,Q,18.00,18.40,18.00,18.40,18.40,18.10,5,2100,38378.00,
519285,TARAI FOODS ,XT,Q,4.22,4.23,4.22,4.23,4.23,4.43,4,301,1273.00,
519287,MODERN DAIRI,X ,Q,11.00,11.00,10.60,10.62,10.60,11.15,61,12140,129127.00,
519295,BAMBINO AGRO,X ,Q,170.80,172.00,166.00,166.70,166.50,166.15,67,3248,551534.00,
519307,VIKAS WSP   ,B ,Q,6.23,6.23,5.92,5.96,5.92,6.23,235,287366,1735001.00,
519319,JATALIA     ,XT,Q,6.80,6.80,6.80,6.80,6.80,6.80,1,1,6.00,
519359,POONA DAL   ,X ,Q,35.80,35.80,33.10,33.80,33.25,34.25,36,1285,43600.00,
519367,TRANSGL.FOOD,X ,Q,181.25,190.25,172.20,178.25,178.40,181.25,72,1283,228659.00,
519383,ANIK INDS   ,B ,Q,16.45,16.45,15.65,15.75,15.65,16.45,35,3302,52650.00,
519397,SHARAT INDUS,XT,Q,31.55,33.45,31.55,31.55,31.55,32.15,9,603,19031.00,
519421,KSE LIMITED ,XT,Q,2280.00,2280.00,2265.00,2266.65,2265.00,2280.50,34,541,1227816.00,
519455,NARBADA     ,XT,Q,30.50,30.50,29.00,29.00,29.00,30.50,2,5,151.00,
519457,VIRAT CRANE ,X ,Q,23.15,24.35,21.20,22.75,22.75,23.95,61,8979,204627.00,
519463,IB INFOTECH ,XT,Q,13.00,13.00,13.00,13.00,13.00,13.50,1,1,13.00,
519475,CHORDIA FOOD,X ,Q,101.00,105.50,94.70,95.45,95.00,96.20,13,173,16730.00,
519477,CIANAGRO    ,XT,Q,46.35,48.50,44.15,44.15,44.15,46.45,20,2991,134982.00,
519483,TAI INDUST. ,XT,Q,10.45,10.45,9.55,9.58,9.55,9.97,13,2171,20986.00,
519494,N K INDUST. ,B ,Q,23.15,23.15,23.15,23.15,23.15,22.05,1,100,2315.00,
519532,ASIAN TEA   ,X ,Q,14.50,15.15,14.50,14.75,14.95,15.15,7,457,6768.00,
519552,HERITGFOOD  ,A ,Q,306.20,310.85,300.15,301.05,302.00,309.70,702,27859,8493028.00,
519566,SIMRAN FARMS,XT,Q,66.25,66.85,65.40,65.40,65.40,66.70,27,1928,126266.00,
519588,DFM FOODS   ,A ,Q,376.00,378.00,365.60,368.50,368.50,373.30,357,4785,1775154.00,
519600,CCL PRODUCTS,A ,Q,234.50,235.90,225.00,230.00,230.00,232.60,530,16023,3697655.00,
519602,KELLTONTEC  ,B ,Q,68.00,69.10,67.15,67.40,67.40,68.50,417,38948,2639963.00,
520008,RICO AUTO   ,A ,Q,37.40,38.40,37.25,38.20,38.35,37.75,341,71448,2696572.00,
520021,OMAX AUTOS. ,B ,Q,44.60,45.40,44.50,45.40,45.40,44.90,80,3815,171008.00,
520043,MUNJAL SHOWA,B ,Q,149.90,152.10,146.50,147.85,146.75,150.35,205,8264,1235890.00,
520051,JAMNA AUTO  ,A ,Q,70.00,71.15,69.20,70.50,70.65,70.10,415,60498,4258982.00,
520056,SUNDAR.CLAY ,A ,Q,3114.70,3250.00,3078.05,3191.70,3190.00,3135.70,122,241,758000.00,
520057,JTEKTINDIA  ,A ,Q,87.90,88.10,85.75,86.10,86.10,88.10,186,9209,802859.00,
520059,MUNAUTO     ,B ,Q,58.05,58.25,55.05,56.10,56.20,57.75,210,12618,713858.00,
520066,JAYBH.MARUTI,B ,Q,235.25,235.25,228.00,228.15,228.60,235.80,116,646,148390.00,
520073,RACLGEAR    ,X ,Q,242.00,245.95,238.00,239.20,242.00,239.25,109,6138,1481221.00,
520075,SAMKRG PIST.,X ,Q,151.85,163.95,150.60,157.25,157.00,154.45,124,5466,852416.00,
520086,SICAL LOG   ,B ,Q,9.50,9.50,9.50,9.50,9.50,10.00,122,23284,221198.00,
520111,RATNAMNI MET,A ,Q,1842.00,1901.00,1835.75,1865.70,1873.20,1877.55,319,1102,2060336.00,
520113,VESUVIUS IND,A ,Q,949.00,953.95,903.50,916.00,919.00,950.60,506,15089,13832608.00,
520119,AUTOMOTIVE S,T ,Q,34.90,35.80,33.60,34.00,34.00,35.25,14,1729,59088.00,
520121,ARCEE INDUST,XT,Q,5.99,5.99,5.95,5.95,5.95,6.10,2,26,154.00,
520123,ABC INDIA   ,X ,Q,60.85,61.00,59.25,60.80,60.95,59.20,21,24386,1482947.00,
520127,BALURGHAT TE,X ,Q,9.65,10.20,8.62,9.35,9.49,9.65,33,4413,40816.00,
520141,SIBAR AUTO  ,X ,Q,6.87,6.87,6.60,6.60,6.60,6.94,2,600,3987.00,
520151,SHREY SH LOG,B ,Q,78.25,79.00,77.15,78.00,78.60,78.50,112,4437,347020.00,
520155,STARLOG     ,X ,Q,14.45,14.45,12.95,13.07,14.13,13.80,24,2257,29856.00,
521014,EUROTEX IND ,B ,Q,7.62,7.62,7.62,7.62,7.62,7.86,1,170,1295.00,
521016,INDO COUNT  ,A ,Q,126.00,128.80,124.50,125.50,125.00,126.50,717,41191,5218050.00,
521018,MARAL OVERS ,T ,Q,31.85,32.20,31.35,32.15,32.20,31.15,22,3768,119680.00,
521034,SOMA TEXTILE,T ,Q,7.62,7.62,6.91,6.91,6.91,7.27,50,11585,81294.00,
521054,KAKATIYA TEX,XT,Q,0.74,0.77,0.71,0.77,0.77,0.74,5,2199,1624.00,
521062,OCTAVE      ,X ,Q,0.95,0.95,0.95,0.95,0.95,0.96,1,200,190.00,
521064,TRIDENT     ,A ,Q,14.40,14.46,14.00,14.11,14.11,14.53,9010,2262910,32217142.00,
521070,ALOK INDS.  ,B ,Q,21.00,21.15,20.70,20.90,20.90,21.05,771,609006,12750607.00,
521080,PASARI SPIN ,XT,Q,1.41,1.41,1.41,1.41,1.41,1.41,7,1629,2296.00,
521082,SPENTEX INDS,Z ,Q,0.78,0.85,0.78,0.78,0.78,0.82,4,971,761.00,
521097,AMARJOTHI SP,X ,Q,107.00,107.00,104.05,105.65,105.00,106.00,76,7786,823251.00,
521105,OLYMPIA IND.,XT,Q,47.40,47.40,47.40,47.40,47.40,48.35,3,30,1422.00,
521109,NAGREEKA EXP,B ,Q,16.85,16.85,16.55,16.55,16.55,17.15,9,454,7573.00,
521113,SUDITI IND. ,X ,Q,11.60,11.60,10.81,11.15,11.15,11.37,11,5122,56258.00,
521131,SBFL        ,X ,Q,5.82,5.82,5.82,5.82,5.82,5.71,1,100,582.00,
521141,ADITYA SPIN.,XT,Q,5.90,5.91,5.90,5.91,5.91,5.85,5,817,4826.00,
521151,DHANLXMI FAB,X ,Q,15.50,15.65,14.40,15.50,15.65,14.95,26,2831,43797.00,
521163,ZODIAC CLOTH,B ,Q,103.95,104.00,98.60,99.55,99.55,101.15,177,27476,2774326.00,
521178,SRI RAMK.MIL,X ,Q,16.27,16.27,16.10,16.10,16.10,15.50,9,153,2463.00,
521180,SUPER SPIN. ,B ,Q,4.86,4.86,4.75,4.75,4.75,4.86,4,306,1454.00,
521182,SEASONS FUR.,XT,Q,1.62,1.62,1.62,1.62,1.62,1.70,1,51,82.00,
521188,UNITED TEXT.,XT,Q,4.30,4.56,4.15,4.18,4.56,4.35,13,191,809.00,
521194,SIL INVEST  ,B ,Q,204.20,209.20,199.40,200.75,200.00,203.90,60,5044,1031455.00,
521200,SURYLAK.COTT,B ,Q,32.80,33.60,32.75,32.90,32.90,33.75,133,1808,60115.00,
521206,SAMTEX FASH.,XT,Q,1.24,1.24,1.20,1.20,1.20,1.22,6,2595,3164.00,
521216,DHAN ROTO SP,X ,Q,33.80,33.80,30.30,31.55,32.15,32.80,25,1182,37574.00,
521220,DAMOINDUS   ,B ,Q,25.40,25.65,23.80,24.30,24.25,25.25,93,4954,122609.00,
521222,SANBLUE     ,X ,Q,14.00,14.16,14.00,14.15,14.15,13.49,3,100,1411.00,
521228,TATIA GLOB  ,XT,Q,0.76,0.76,0.76,0.76,0.76,0.76,10,4707,3577.00,
521234,SRI NACHAMAI,XT,Q,11.90,11.90,11.90,11.90,11.90,11.90,1,40,476.00,
521240,SAMBANDAM SP,XT,Q,89.40,94.00,89.35,94.00,94.00,94.05,7,622,57259.00,
521242,KANDAGIRI SP,X ,Q,8.90,8.90,8.70,8.70,8.70,8.90,3,4460,39662.00,
521248,KITEX GARMEN,A ,Q,105.15,105.15,102.00,102.55,102.55,104.75,470,13196,1363404.00,
522001,CRANEX LTD. ,X ,Q,9.31,10.19,9.31,9.31,9.31,9.80,8,1421,13361.00,
522004,BATLIBOI LTD,X ,Q,16.80,17.50,16.61,16.61,16.61,17.48,54,9960,167105.00,
522005,AUSTIN ENGG.,X ,Q,41.80,42.80,41.00,41.85,41.85,42.60,13,486,20130.00,
522014,UNITED DRILL,B ,Q,252.75,260.00,252.15,252.20,252.15,253.90,19,158,39892.00,
522017,FLUIDOMAT   ,X ,Q,88.35,91.50,86.20,87.20,86.20,89.95,41,1951,172253.00,
522029,WINDSOR MACH,B ,Q,28.75,29.30,28.00,28.75,29.00,28.80,582,94116,2700857.00,
522034,SHANTHI GEAR,B ,Q,124.50,126.00,122.70,124.85,125.65,124.20,179,5262,655989.00,
522036,MIVEN MACHIN,X ,Q,7.34,7.34,7.34,7.34,7.34,7.35,1,100,734.00,
522064,HONDAPOWER  ,A ,Q,1002.20,1023.25,993.10,997.40,999.00,1000.55,160,766,766915.00,
522073,HITECHGEAR  ,B ,Q,183.00,186.90,175.25,181.10,175.25,184.50,83,3677,671004.00,
522074,ELGI EQUIP  ,A ,Q,188.60,190.00,184.70,185.30,185.00,189.75,180,3978,743426.00,
522101,KILBURN ENGG,X ,Q,19.15,20.35,19.15,19.95,19.65,20.15,32,8061,161663.00,
522105,BIRLA PRETEC,X ,Q,9.95,10.10,9.70,9.95,9.95,9.85,82,22590,225143.00,
522108,YUKEN INDIA ,X ,Q,469.00,470.00,450.00,454.75,450.95,467.45,101,2171,988637.00,
522113,TIMKEN (I)  ,A ,Q,1260.00,1302.90,1236.00,1246.95,1238.80,1264.10,302,1404,1784603.00,
522122,VOITH PAPER ,X ,Q,1070.00,1087.00,1070.00,1081.90,1087.00,1072.00,21,772,833806.00,
522134,ARTSON ENG  ,XT,Q,44.50,45.40,43.50,44.30,44.30,44.65,73,15397,682260.00,
522152,SOLITAIR MC ,X ,Q,23.60,24.40,22.90,23.90,23.95,23.40,39,5435,129376.00,
522163,DIAMONPOWER ,Z ,Q,0.94,0.94,0.90,0.90,0.90,0.94,6,5381,4854.00,
522165,INDSIL HYD  ,XT,Q,12.05,12.79,12.00,12.05,12.05,12.22,15,33425,403606.00,
522183,ITL INDUSTRS,X ,Q,114.95,115.55,108.10,108.55,108.15,113.90,57,1438,158645.00,
522195,FRONTIER SPR,X ,Q,284.70,284.70,269.00,271.50,271.50,283.20,153,2626,722050.00,
522205,PRAJ IND.LTD,A ,Q,183.00,187.05,173.70,175.35,175.35,185.65,3154,138840,24985130.00,
522207,RASANDIK ENG,XT,Q,91.00,97.85,89.90,96.90,97.85,93.20,24,4300,406250.00,
522209,YOGI SUNGWON,XT,Q,3.18,3.18,2.94,2.94,2.94,3.08,38,34290,104125.00,
522215,HLEGLAS     ,B ,Q,2560.00,2566.85,2411.45,2424.45,2424.45,2538.35,746,19159,46593176.00,
522217,GUJ APOIND  ,B ,Q,206.20,209.95,205.05,205.80,206.75,207.50,91,3581,743530.00,
522229,TANEJA AERO.,X ,Q,31.30,31.30,30.30,30.75,30.80,30.95,43,6330,193952.00,
522231,CONART ENG. ,X ,Q,26.50,27.95,25.55,27.30,27.30,26.75,12,864,23295.00,
522237,SHIVAGRICO  ,XT,Q,5.38,5.38,5.15,5.15,5.15,5.13,2,400,2117.00,
522241,M.M.FORGINGS,B ,Q,477.25,497.05,472.00,482.15,488.00,472.45,117,1685,810304.00,
522249,MAYUR UNIQ. ,A ,Q,411.50,422.35,408.50,411.40,409.10,418.60,430,6512,2698067.00,
522251,CENLUB INDUS,X ,Q,54.05,56.30,54.05,56.30,56.30,56.15,9,5215,287025.00,
522257,RAJOO ENGIN.,X ,Q,20.90,20.95,20.10,20.35,20.70,20.45,166,29052,593268.00,
522263,JMC PROJECTS,A ,Q,76.55,77.90,75.10,75.60,75.80,77.25,159,5814,445758.00,
522267,VEEJAY LAKSH,XT,Q,29.50,32.30,29.40,29.45,32.30,30.90,13,2764,81288.00,
522273,AHMED.STEEL ,X ,Q,15.85,16.00,15.85,16.00,16.00,16.00,3,500,7985.00,
522275,GET&D       ,A ,Q,122.00,122.90,118.40,118.95,119.55,122.50,1573,58456,7064777.00,
522281,RAM RAT.WIRE,X ,Q,84.10,85.55,83.50,83.55,83.55,85.95,38,1987,167470.00,
522285,JAY NECO IND,B ,Q,10.35,10.35,10.09,10.20,10.21,10.48,81,37048,378515.00,
522287,KALPA.POWER ,A ,Q,383.55,387.05,379.00,380.45,380.10,387.50,123,4261,1626324.00,
522292,CHANDNI TE  ,X ,Q,61.00,61.00,57.10,58.95,58.95,59.70,106,16629,967854.00,
522294,T & I GLOBAL,X ,Q,98.95,99.75,92.55,96.25,96.00,97.00,116,3527,342555.00,
522295,CONTROL PRNT,B ,Q,267.45,274.90,260.40,263.45,260.90,268.15,208,1856,496802.00,
522650,BEMCO HYDRAU,X ,Q,252.95,252.95,243.05,243.05,243.05,248.00,5,102,25302.00,
523007,ANSAL BUILD.,X ,Q,42.05,45.90,42.05,43.95,44.00,44.00,19,2705,117269.00,
523011,WEIZMANN LTD,B ,Q,46.00,46.40,45.15,46.40,46.40,44.70,38,2210,101232.00,
523019,B.N.RATHI SE,X ,Q,25.40,25.75,24.25,25.50,25.50,25.30,17,1283,31640.00,
523021,RISHITECH   ,XT,Q,25.95,25.95,25.95,25.95,25.95,24.75,8,1683,43673.00,
523023,SINCLAIR HOT,X ,Q,52.90,54.50,51.50,51.85,51.50,51.85,164,44264,2344430.00,
523025,SAFARI IND. ,A ,Q,626.10,629.90,606.80,612.15,610.45,628.90,183,895,551115.00,
523100,COSMO FERR. ,XT,Q,21.40,21.40,21.40,21.40,21.40,22.50,10,1176,25166.00,
523105,P.POLYSAC(NR,XT,Q,52.60,52.60,52.60,52.60,52.60,50.10,1,1,52.00,
523116,SANCO TRANS ,X ,Q,225.00,225.00,225.00,225.00,225.00,234.25,2,50,11250.00,
523120,ADOR MULTI. ,X ,Q,90.70,91.60,85.90,91.20,91.60,87.25,78,4756,423324.00,
523127,EIH ASSO.HOT,B ,Q,250.00,252.15,245.00,247.25,245.80,250.00,96,870,216390.00,
523144,MEDI CAPS   ,X ,Q,42.65,42.85,41.15,41.25,41.25,42.65,133,7082,298599.00,
523160,MORGAN CRU  ,X ,Q,797.90,818.00,770.00,793.50,790.00,820.70,64,891,704362.00,
523164,SIP INDUST. ,Z ,Q,2.50,2.50,2.50,2.50,2.50,2.50,1,18,45.00,
523186,BA PACK     ,XT,Q,36.90,36.90,36.90,36.90,36.90,35.15,1,100,3690.00,
523204,ABAN OFFSHO ,B ,Q,33.10,33.10,31.65,31.90,31.95,33.10,185,14035,452283.00,
523207,KOKUYOCMLN  ,B ,Q,60.95,60.95,57.30,57.75,58.80,58.95,362,26832,1566093.00,
523229,BHARAT SEATS,X ,Q,69.80,70.90,69.00,69.15,69.00,70.45,90,7691,536958.00,
523232,CONT.PETRO  ,XT,Q,43.55,45.25,43.55,44.05,45.10,44.40,139,7312,321837.00,
523248,MACHINO PLAS,X ,Q,89.00,90.00,89.00,90.00,90.00,89.00,3,200,17900.00,
523260,PEARL POLYME,B ,Q,14.60,15.00,14.60,15.00,15.00,15.35,2,191,2825.00,
523261,VENKEY'S (I),A ,Q,1579.95,1583.35,1553.95,1563.05,1559.00,1579.80,297,2164,3385669.00,
523269,ADVANI HOTEL,B ,Q,60.80,62.85,58.65,61.10,61.50,60.95,42,1334,80402.00,
523277,G.V.FILMS   ,X ,Q,0.37,0.39,0.37,0.38,0.39,0.38,103,87287,33171.00,
523283,SUPER HOUSE ,B ,Q,126.05,126.05,124.00,124.60,124.00,127.20,13,363,45359.00,
523289,RAMA VISION ,X ,Q,7.69,7.69,7.35,7.35,7.35,7.35,7,1361,10330.00,
523301,TCPL PACK   ,B ,Q,395.50,395.50,377.15,381.60,381.60,390.45,20,1119,430017.00,
523319,BALMER LAWRI,A ,Q,135.20,136.75,131.20,131.90,131.90,135.40,789,60292,8108733.00,
523323,KOVAI MEDI. ,X ,Q,1077.65,1094.80,1077.00,1090.40,1090.00,1097.60,163,91971,100241430.00,
523329,ELDECO HOUS.,X ,Q,2001.00,2059.95,1974.45,1974.45,1974.45,2078.35,111,757,1508574.00,
523367,DCMSHRIRAM  ,A ,Q,530.00,530.00,500.00,503.95,508.35,525.60,617,6848,3513929.00,
523369,DCM SHR.IND ,X ,Q,185.00,187.80,183.20,183.55,183.50,185.25,127,22720,4181781.00,
523371,MAWANA SUGAR,B ,Q,38.90,38.90,37.20,37.20,37.20,38.80,61,4569,171854.00,
523373,MINI DIAMOND,XT,Q,4.24,4.24,4.20,4.20,4.20,4.24,4,774,3278.00,
523384,MAH.RAS.APEX,T ,Q,70.50,73.95,70.50,70.85,72.00,73.60,19,953,67728.00,
523385,NILKAMAL L  ,A ,Q,1950.05,2003.35,1950.05,1972.35,1995.05,1985.00,689,2565,5073459.00,
523391,NAHAR POLY  ,B ,Q,118.55,124.00,116.15,117.55,117.70,122.75,467,17349,2088479.00,
523395,3M INDIA LTD,A ,Q,27846.50,28759.90,27660.50,28410.70,28410.70,27991.75,189,240,6768916.00,
523398,JCHAC       ,A ,Q,2620.60,2718.45,2600.00,2610.90,2600.00,2635.00,228,748,1988135.00,
523405,JM FINANCIAL,A ,Q,92.50,92.50,88.25,89.40,88.40,91.20,271,28097,2545177.00,
523411,ADCINDIA    ,X ,Q,202.90,202.90,194.30,195.45,195.40,202.90,16,2117,418330.00,
523419,TAMIL.TELE. ,T ,Q,5.01,5.01,5.01,5.01,5.01,5.27,3,209,1047.00,
523445,REL INDL INF,A ,Q,379.00,381.90,373.00,374.05,374.10,384.65,431,11986,4505886.00,
523449,SHARP INDIA ,XT,Q,30.10,31.90,30.00,31.80,31.80,30.75,13,2363,71080.00,
523457,LINDEINDIA  ,A ,Q,1799.00,1799.00,1708.10,1740.35,1740.35,1770.00,300,2016,3539090.00,
523465,IND.BANK HSG,B ,Q,34.50,34.50,31.70,32.35,31.80,32.95,31,2278,74334.00,
523475,LOTUS CHOC  ,X ,Q,15.90,16.50,15.25,15.30,15.25,15.90,17,715,10980.00,
523483,PACIFIC IND.,X ,Q,146.05,159.15,146.00,152.30,152.00,151.60,13,1750,266587.00,
523489,CMM HOSPITAL,XT,Q,9.80,10.82,9.80,9.80,9.80,10.31,4,400,4121.00,
523519,UNI OFF AUTO,X ,Q,2.33,2.33,2.13,2.24,2.24,2.22,28,7519,17116.00,
523537,APM INDUS.  ,X ,Q,22.95,22.95,22.10,22.10,22.15,22.20,22,3705,82017.00,
523539,PRECISION WR,B ,Q,207.05,208.00,199.70,200.00,200.60,203.80,600,18447,3765774.00,
523550,KRYPTON IND ,X ,Q,9.93,9.93,9.11,9.31,9.11,9.49,122,14418,135589.00,
523566,MARTIN BURN ,X ,Q,21.70,21.70,21.70,21.70,21.70,21.70,1,50,1085.00,
523574,FEL         ,B ,Q,9.20,9.85,9.13,9.30,9.30,9.69,10276,405012,3759123.00,
523586,IND.TONERS  ,X ,Q,138.65,138.65,130.55,134.95,134.85,133.10,116,8148,1091798.00,
523594,KUNSTSTOFFE ,X ,Q,26.00,27.25,26.00,27.25,27.25,26.00,4,630,16417.00,
523598,SHIPP.CORPN ,A ,Q,116.00,116.35,111.10,112.20,112.20,117.15,3709,445858,50362283.00,
523606,SIKA INTER. ,X ,Q,303.95,303.95,270.00,282.95,287.00,293.15,91,3386,968471.00,
523610,ITI LTD.    ,A ,Q,119.35,119.85,116.10,116.70,116.70,119.65,1414,104418,12352747.00,
523618,DREDGING COR,A ,Q,388.00,393.00,367.90,371.40,371.40,390.65,1104,35421,13636510.00,
523620,PHARMASIA   ,XT,Q,26.80,26.85,26.00,26.00,26.00,26.85,5,648,17374.00,
523628,PODDAR      ,T ,Q,204.95,204.95,195.30,204.50,204.95,195.30,9,264,53106.00,
523630,NATIONAL FER,A ,Q,59.00,59.10,56.50,56.65,56.80,58.95,396,59180,3409736.00,
523638,IP RINGS LTD,X ,Q,81.00,81.00,75.00,76.05,75.00,76.80,36,3881,296501.00,
523642,PI INDUS.LTD,A ,Q,2297.00,2318.35,2284.00,2301.80,2292.75,2298.20,393,2678,6175251.00,
523648,PLASTIBLEND ,B ,Q,240.70,240.70,231.00,232.00,234.55,235.70,92,1018,237349.00,
523652,KKPLASTICK  ,XT,Q,3.55,3.55,3.23,3.28,3.23,3.39,2,550,1802.00,
523660,WATERBASE   ,A ,Q,106.00,106.65,103.10,103.55,104.00,105.05,270,12078,1272431.00,
523672,FLEX FOODS  ,X ,Q,80.60,81.85,76.10,77.10,76.15,80.50,222,13373,1041644.00,
523676,GOLKUNDA DIA,X ,Q,19.00,19.90,18.80,19.90,19.90,20.00,8,548,10387.00,
523694,APCOTEX IND ,A ,Q,174.10,182.35,174.10,177.00,177.70,175.80,1276,33771,6056315.00,
523696,FORTIS MLR  ,X ,Q,56.25,58.70,55.25,56.40,55.50,58.25,86,11412,654075.00,
523704,MASTEK LTD  ,A ,Q,1194.00,1211.45,1177.10,1191.60,1186.10,1204.85,1959,101283,120617506.00,
